categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Plats préparés et snacks,Substances interdites (au sens du Règlement UE 37/2010),JEBO,NA,METRO France,Le produit fait l'objet d'un rappel suite à la mise en évidence de la présence d'oxyde d'éthylène.
Alimentation,Noix et graines,Substances allergisantes non déclarées,JUSTE BIO,Du 21/04/2021 au 06/07/2021,"Casino, Carrefour, Franprix, Auchan, Monoprix, Leclerc, Intermarché, Francap, Système U",Présence possible de pistaches en coque dans les pignons de pin
Alimentation,Plats préparés et snacks,"Défaut de fabrication, défaut d'étanchéité (ex: micro fuites, thermoscellage défectueux) ou anomalies de conditionnement",METRO CHEF,NA,METRO France,Ce produit fait l’objet d’un rappel par mesure de précaution suite à un défaut dans l’élaboration de la recette qui peut entrainer une non-maîtrise de la conservation du produit.
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",Boulangerie YONG,Depuis le 01/07/2021,"Points chauds, stations services, grandes, moyennes et petites surfaces",Présence de fragments de métaux dans l'appareil
"Vêtements, Mode, EPI",Bijouterie,Blessures externes,Euroweb,Du 01/10/2020 au 01/07/2021,Site internet totalcadeau.com,Les teneurs en nickel libéré et en plomb sont supérieures aux seuils réglementaires.
"Vêtements, Mode, EPI",Bijouterie,Blessures externes,Euroweb,Du 01/10/2020 au 01/07/2021,Site internet totalcadeau.com,Les teneurs en nickel libéré et en plomb sont supérieures aux seuils réglementaires.
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",U SAVEURS,Du 20/09/2021 au 27/09/2021,U ENSEIGNE,PRESENCE POTENTIELLE CORPS ETRANGERS
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",/,Du 22/09/2021 au 27/09/2021,Auchan,présence possible de corps étrangers (morceaux de plastique souple blanc)
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",Distribution Casino France,Du 22/09/2021 au 28/09/2021,"Géant Casino, Supermarché Casino, et les enseignes Casino",Suspicion de présence de corps étranger plastique souple blanc (polyéthylène diamètre inférieur à 1mm).
Alimentation,Plats préparés et snacks,Listeria monocytogenes ,Naturalia,Du 10/09/2021 au 23/09/2021,Naturalia,Suspicion de Listeria
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",Boulangerie YONG,Depuis le 30/06/2021,"Collectivités de la Réunion (établissements du Secondaire, hôpitaux, armées...)",Présence de fragments de métaux dans l'appareil
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,Curcumaxx C+,Du 11/06/2020 au 15/09/2021,Magasins bio,Présence d'oxyde d'éthylène
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,Curcumaxx C+,Du 04/06/2021 au 15/09/2021,Magasins bio,Présence d'oxyde d'éthylène
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,curcumaxx C+ extra fort,Du 03/06/2020 au 15/09/2021,Magasins bio,Présence d'oxyde d'éthylène
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",/,Du 17/09/2021 au 28/09/2021,LIDL,Suspicion de présence de filaments de plastique souple blanc
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,sans marque,Du 21/09/2021 au 27/09/2021,"Epicerie Millet, l'atelier des affineurs, Saveurs Fermieres",presence de listeria monocytogenes
Alimentation,Aliments diététiques et nutrition,Produits phytosanitaires non autorisés,Overstim.s,Du 03/09/2021 au 15/09/2021,"Intersport, enseignes spécialisées cycles et running, vente à distance URL:https://www.overstims.com/","présence d’oxyde d’éthylène dans l’ingrédient curcuma Bio, substance dépassant les limites autorisées par la réglementation"
Alimentation,Produits sucrés,Listeria monocytogenes ,L'atelier ROUFFIAC,Du 17/09/2021 au 21/09/2021,Leclerc,Présence de Listéria monocytongenes
Alimentation,Viandes,Listeria monocytogenes ,Domaine Picard,NA,"Carrefour
Leclerc
Cora
Intermarché
Despinasse viandes
Instant promo
Tomate ceriz",Présence de listéria monocytogenes
Alimentation,Lait et produits laitiers,Salmonella spp ,Les Vaches Heureuses,Du 22/09/2021 au 24/09/2021,"Leclerc, Carrefour, Marché Ruymontois",Présence de salmonelle
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,AYUR-VANA,Du 28/04/2021 au 09/08/2021,AYURVANA,Contaminations ETO de gélules
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,AYUR-VANA,Du 23/07/2021 au 20/09/2021,AYURVANA,Contaminations ETO de gélules
Alimentation,Aliments diététiques et nutrition,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,LABORATOIRE CODE,Du 12/08/2021 au 20/09/2021,LABORATOIRE CODE,Contaminations ETO gélules végétales
Alimentation,Aliments diététiques et nutrition,Produits phytosanitaires non autorisés Dépassement des limites autorisées de pesticides,LABORATOIRE CODE,Du 27/08/2021 au 20/09/2021,LABORATOIRE CODE,Contamination ETO des gélules végétales
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,SANTAROME BIO,Du 01/08/2021 au 29/09/2021,Pharmacies et parapharmacies,un ingrédient (extrait de bambou) contaminé à l'ETO (oxyde d'éthylène)
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,SANTAROME BIO,Du 01/09/2021 au 29/09/2021,Pharmacies et parapharmacies,un ingrédient (extrait de Bambou) contaminé à l'ETO (oxyde d'éthylène)
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,SANTAROME BIO,Du 01/12/2020 au 29/09/2021,"pharmacies, parapharmacies",un ingrédient (extrait de Bambou) contaminé à l'ETO (oxyde d'éthylène)
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,SANTAROME BIO,Du 01/11/2020 au 29/09/2021,Pharmacies et parapharmacies,Un ingrédient (extrait de Bambou) contaminé à l'ETO (oxyde d'ethylène)
"Vêtements, Mode, EPI",Bijouterie,Blessures externes,Celsior,Du 02/04/2019 au 17/08/2021,Boutiques détaillants,Les teneurs en nickel libéré et en plomb sont supérieures au seuil réglementaire
"Vêtements, Mode, EPI",Bijouterie,Blessures externes,Celsior,Du 02/07/2019 au 17/08/2021,Boutiques détaillants,Teneur en plomb supérieure au seuil réglementaire
Alimentation,Viandes,Salmonella spp ,sans marque,Du 22/09/2021 au 22/09/2021,Novoviande Orsay,Présence de Salmonelle
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,Munster,Du 15/09/2021 au 15/09/2021,Produit vendu sur place uniquement,Présence de listéria
Bébés-Enfants (hors alimentaire),Articles pour enfants et puériculture,Arrêt respiratoire,Boppy,Du 25/05/2021 au 01/06/2021,Bébé Boutik,"Suite à la décision prise par The Boppy Company aux États-Unis - en coopération avec la Commission
américaine de sécurité des produits de consommation (www.cpsc.gov/Recalls) - Artsana procède au rappel volontaire de ce produit."
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",BRIDOR,Du 27/09/2021 au 27/09/2021,leclerc St Pol de Léon,"suspicion de présence involontaire de quelques petits filaments de plastique souple blanc, de diamètre inférieur à 1 mm, dont la taille pourrait présenter un risque pour le consommateur."
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",centre E. Leclerc de Gouesnou,Du 13/09/2021 au 27/09/2021,aucun,assortiment de viennoiseries : présence possible de petits filaments plastiques dans les mini pains au chocolat
Alimentation,Viandes,"Défaut de fabrication, défaut d'étanchéité (ex: micro fuites, thermoscellage défectueux) ou anomalies de conditionnement",LES BRASERADES,Du 25/09/2021 au 28/09/2021,"AUCHAN
INTERMARCHE
LECLERC",Défaut de pré-cuisson du  produit pouvant impacter la DLC du produit
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,Herbes et Traditions,Du 31/08/2021 au 29/09/2021,Magasins bios,Teneur en oxyde d'éthylène supérieure à la LMR sur l'exsudat de bambou bio entrant dans la composition des comprimés
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,Herbes et Traditions,Du 31/08/2021 au 29/09/2021,Magasins bios,Teneur en oxyde d'éthylène supérieure à la LMR sur l'exsudat de bambou bio entrant dans la composition des comprimés
Bébés-Enfants (hors alimentaire),Jouets,Intoxication,CICABOOM,Du 20/03/2019 au 24/06/2019,Presse,"Après épreuve du marteau d'impact, la résistance mécanique de l'enveloppe au niveau du porte clé est insuffisante. Les piles bouton sont alors accessibles."
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,Herbes et Traditions,Du 31/08/2021 au 29/09/2021,Magasins bios,Teneur en oxyde d'éthylène supérieure à la LMR sur l'exsudat de bambou bio entrant dans la composition des comprimés
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,Mama Sita’s 40g,Du 16/04/2021 au 03/06/2021,Marché asiatique (voir liste),Concentration d'oxyde d'éthylène supérieure à la réglementation dans l'un des ingrédients
Alimentation,Produits sucrés,"Inertes (verre, métal, plastique, papier, textile…)",Sans marque (Fournisseur BRIDOR),Du 25/09/2021 au 27/09/2021,E. Leclerc LRK DIS,"La Société  BRIDOR procède au retrait de la vente des produits suivants suite à la suspicion de présence involontaire de quelques petits filaments de plastique souple blanc, de diamètre inférieur à 1 mm, dont la taille pourrait présenter un risque"
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,Prophar,Du 01/11/2020 au 27/09/2021,Pharmacies,Présence d'oxyde éthylène en quantité supérieure à la limite
Alimentation,Aliments diététiques et nutrition,Dépassement des limites autorisées de pesticides,ARPEGE,Du 27/01/2021 au 29/09/2021,Société CEN-T-PHYTO,Possible présence d’oxyde d'éthylène dans l’extrait  Fluide Bambou (Silicium).
Alimentation,Aliments pour bébés,Modifications organoleptiques,Nestlé,Du 04/06/2021 au 23/09/2021,Amazon - Auchan - Carrefour - Casino - Cora - Francap - Intermarché - Leclerc - Système U,"aspect, odeur et goût désagréables"
Alimentation,Herbes et épices,Dépassement des limites autorisées de pesticides,MAMA SITA'S,Du 15/03/2021 au 01/10/2021,ASIA MARKET,"En raison de la présence de pesticides à un taux
supérieur à la norme."
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",BRIDOR,Du 27/09/2021 au 27/09/2021,BRIDOR,Présence de corps etranger
Alimentation,Aliments diététiques et nutrition,Présence de substance interdite,Diet Horizon,Du 17/02/2021 au 30/09/2021,Distributeurs : Magasin BIO et diététiques.,Présence d'oxyde d'éthylène dans une matière première à une teneur légèrement supérieure à la limite règlementaire.
Alimentation,Autres,Dépassement des limites autorisées de pesticides,Naturhouse,Du 01/10/2020 au 12/10/2020,Magasins Naturhouse,Taux en ETO de la matière première supérieur à la LMR : 0.96 mg/kg (règlement UE 396/2005)
Alimentation,Céréales et produits de boulangerie,"Inertes (verre, métal, plastique, papier, textile…)",Boulangerie E. Leclerc St Brandan,NA,"E. LECLERC ST BRANDAN, DRIVES E. LECLERC ST BRANDAN ET TREGUEUX LES CHATELETS",petits filaments de plastique souple blanc
Autres,Divers,Dépassement de seuils de sécurité,GARCIA DE POU,Du 15/07/2019 au 09/09/2021,RAJA,Teneur en DBP+DIBP retrouvée supérieur au seuil de préoccupation toxicologique de 0.012mg/kg d'aliment
Alimentation,Viandes,Listeria monocytogenes ,Bruno SIEBERT S.A.,Du 27/09/2021 au 01/10/2021,"SYSTEME U
CORA
LECLERC
AUCHAN",Présence de Listeria
Bébés-Enfants (hors alimentaire),Jouets,Incendie,aucun,Du 01/03/2021 au 08/04/2021,SAS WEZE,Non conforme et dangereux
Alimentation,Fruits et légumes,"Inertes (verre, métal, plastique, papier, textile…)",La table d'Adrien,Du 12/08/2021 au 02/10/2021,Certains supermarchés Lidl. Voir liste ci-jointe.,Suspicion de présence de corps étrangers métalliques.
Alimentation,Plats préparés et snacks,"Inertes (verre, métal, plastique, papier, textile…)",bridor,Du 25/09/2021 au 27/10/2021,E.LECLERC PLOUFRAGAN,"suspicion de présence involontaire de quelques petits filaments de plastique souple blanc, de diamètre inférieur à 1 mm, dont la taille pourrait présenter un risque pour le consommateur."
Alimentation,"Soupes, sauces et condiments",Risque environnemental,LE COQ NOIR,Du 13/09/2021 au 24/09/2021,METRO,Erreur d'étiquetage : apposition d'une étiquette BIO à la place d'une étiquette Conventionnelle
Bébés-Enfants (hors alimentaire),Jouets,Arrêt respiratoire,SANS MARQUE,Du 21/12/2017 au 14/09/2021,Voir liste des magasins.,Présente un risque de coincement et de strangulation.
Alimentation,Autres,Présence de substance interdite,NEW NORDIC,Du 01/04/2021 au 07/09/2021,"Pharmacies et parapharmacies, www.vitalco.com",Traces de 2-chloroéthanol dans le carbonate de calcium (excipient)
Bébés-Enfants (hors alimentaire),Articles pour enfants et puériculture,Blessures externes Dommages internes,NORAUTO,Du 29/05/2021 au 07/06/2021,En France Norauto uniquement,Tests réalisés à l'UTAC non conformes
Automobiles et moyens de déplacement,Tous types d'accessoires,Blessures externes,S-LINE - SIFAM,Du 01/03/2021 au 04/10/2021,"DAFY
NORAUTO
E.LECLERC",Le casque ne respecte pas les dispositions du Règlement CEE ONU n°22 série 05 d'amendements.
Alimentation,Lait et produits laitiers,Modifications organoleptiques,Yoplait,Du 25/08/2021 au 20/09/2021,"Francky Destockeur, 6 Rue Lagrange, 42270 Saint-Priest-en-Jarez
Leclerc",Risque de contamination microbiologique pouvant entraîner l'altération des caractéristiques sensorielles (odeur)
"Vêtements, Mode, EPI",Equipements de Protection Individuels,Blessures externes,SMOOTHWAYS,Du 08/02/2021 au 30/09/2021,"Tous les revendeurs d’équipements pour le motard (Accessoiristes, concessionnaires et sites web)",Dorsale non conforme au niveau 1
Alimentation,Aliments diététiques et nutrition,Produits phytosanitaires non autorisés,Nutrivie,Du 01/01/2021 au 30/09/2021,magasins bio et spécialisés,présence d'oxyde d'éthylène dans un des ingrédients
Alimentation,Aliments diététiques et nutrition,Produits phytosanitaires non autorisés,Nutrivie,Du 01/01/2021 au 30/09/2021,magasins bio et spécialisés,présence d'oxyde d'éthylène dans un des ingrédients
"Appareils électriques, Outils","Appareils électriques, électroménager",Choc électrique Incendie,MIL GERMANY,Du 01/02/2021 au 30/07/2021,"Acquis dans le cadre de la liquidation judiciaire de l'enseigne discount belge MEGAWORLD   distribué en France dans les magasins de déstockage, à enseigne NOZ notamment.",Produit non conforme et dangereux
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,SANS MARQUE,Du 18/09/2021 au 30/09/2021,LECLERC NICE ST ISIDORE,présence de Listeria monocytogenes
Alimentation,Plats préparés et snacks,"Défaut de fabrication, défaut d'étanchéité (ex: micro fuites, thermoscellage défectueux) ou anomalies de conditionnement",Biscornu,Du 24/09/2021 au 13/10/2021,Epicerie Bio BIO VALLEES,Non conformité détectée sur l'étanchéité des bocaux
Alimentation,Viandes,Listeria monocytogenes ,utile rayon traditionnel,Du 17/09/2021 au 27/09/2021,utile lescure d'albigeois (la tour 66),présence de listéria monocytogènes
Alimentation,Lait et produits laitiers,Dépassement des limites autorisées de pesticides,Caresse Antillaise,NA,Diapar,Présence d'oxyde d'éthylène dans une matière première à teneur supérieure à la limite réglementaire.
