categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Produits sucrés,Salmonella,ELITE / STRAUSS,Du 01/01/2022 au 29/04/2022,INTERMARCHE SUPERK  AU BON GOUT FRANPRIX G20 EDEN CASH CARREFOUR KLOTCH  BOUCHERIE YAGUEL ANDRE KACHER AUCHAN LEADER CASH,suspicion de salmonelle
Alimentation,Viandes,Salmonella,Signature charcutière,Du 29/04/2022 au 02/05/2022,"Proxi, Carrefour",présence potentielle de salmonelle
Alimentation,Lait et produits laitiers,Listeria,FROMAGERIE DU VIVARAIS,Du 25/04/2022 au 02/05/2022,"GMS, COMMERCE SEDENTAIRE",Suspicion de présence de listeria monocytogenes
Alimentation,Viandes,Salmonella,DEBEAUVOORDER,NA,LECLERC - U EXPRESS - BOUCHERIES - CARREFOUR,Possible contamination par des salmonelles.
Alimentation,Viandes,Salmonella,DEBEAUVOORDER,NA,INTERMARCHE - LECLERC - CARREFOUR - SUPER U - CASINO - UTILE,Possible contamination par des salmonelles.
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 21/04/2022 au 06/05/2022,"AUCHAN, CARREFOUR, INTERMARCHE",Possible contamination par des Salmonelles
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 20/04/2022 au 06/05/2022,"AUCHAN, CARREFOUR, INTERMARCHE, LECLERC, MATCH, SUPER U",Possible contamination par des Salmonelles
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 21/04/2022 au 06/05/2022,"Intermarché, Leclerc",Possible présence de salmonelles
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 26/04/2022 au 06/05/2022,"Intermarché, Leclerc",Possible présence de salmonelles
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 22/04/2022 au 06/05/2022,"Intermarché, Leclerc",Possible présence de salmonelles
Alimentation,Autres,Salmonella,DEBEAUVOORDER,Du 20/04/2022 au 06/05/2022,"Intermarché, Leclerc, Carrefour",Possible présence de salmonelles
Alimentation,Viandes,Listeria,MAISON CHAPUIS,Du 13/04/2022 au 03/05/2022,"GMS (Intermarché, Carrefour, Leclerc) et commerces locaux",Présence de listéria monocytogenes
Alimentation,Viandes,Salmonella,ORIENTAL VIANDES,Du 25/04/2022 au 29/04/2022,LES SAVEURS D'ORIENT,Détection de Salmonelle
Alimentation,Lait et produits laitiers,Listeria,Petit Marché,Du 16/04/2022 au 26/04/2022,Auchan   Atac   Leclerc   Système U   Intermarché   Cora,Présence Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Sans marque,Du 19/04/2022 au 04/05/2022,Carrefour   Système U   Intermarché,Présence Listeria monocytogenes
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 29/04/2022 au 10/05/2022,"Biocoop
Les nouveaux Robinson
Relais vert",Détection de Salmonelle
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 28/04/2022 au 12/05/2022,"BIOCOOP
LES NOUVEAUX ROBINSON
MARCEL-ANNEMASSE
RELAIS VERT
VITAFRAIS
NATURALIA
CAFRUTA
NATURDIS
METRO",Détection de Salmonelle
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 29/04/2022 au 12/05/2022,"BIOCOOP
LES NOUVEAUX ROBINSON
RELAIS VERT
VITAFRAIS
NATURALIA
METRO",Détection de Salmonelles
Alimentation,Noix et graines,Salmonella,GERMI'NERGY,Du 28/04/2022 au 09/05/2022,FRAIS EMINCES,Détection de Salmonelle
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 29/04/2022 au 12/05/2022,"BIOCOOP
LES NOUVEAUX ROBINSON
RELAIS VERT
VITAFRAIS",Détection de Salmonelle
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 28/04/2022 au 10/05/2022,"BIOCOOP
MARCEL-ANNEMASSE
RELAIS VERT
VITAFRAIS
NATURALIA
CAFRUTA
NATURDIS",Détection de Salmonelle
Alimentation,Lait et produits laitiers,Listeria,Petit Marché,Du 16/04/2022 au 04/05/2022,Auchan   Atac   Leclerc   Système U   Intermarché   Cora,Présence Listeria monocytogenes
Alimentation,Viandes,Salmonella,OZTAT,Du 26/04/2022 au 29/04/2022,TARA SARL (71) - SAS TUNA DISCOUNT ORANGERIE (68) - BM SAS (57) - SARL ISTANBUL MARKET (68) - MARKO SUPERMARKET (67) - BOUCHERIE ORIENTALE (54) - DISCOUNT BLEDI (90) - KHK (21) - BOUCHERIE ESSALAM (54),Détection de Salmonelle
Alimentation,Viandes,Salmonella,Sans marque,Du 26/04/2022 au 30/04/2022,Centre E.leclerc Pierry,Détection de salmonelle
Alimentation,Viandes,Listeria,ANDRE LOUSSOUARN,Du 14/04/2022 au 27/04/2022,INTERMARCHE - SUPER U - LECLERC - CASINO - BOUCHERIES/EPICERIES/CREPERIE - UTILE - VOTRE MARCHE - PROXI - CARREFOUR,Détection de Listeria monocytogenes
Alimentation,Viandes,Listeria,VIABAT,Du 27/04/2022 au 09/05/2022,Boucheries traditionnelles et grossistes/revendeurs,Détection de Listeria monocytogenes
Alimentation,Viandes,Listeria,l’Atelier Charcuterie Tradizioni D’Italia,Du 19/04/2022 au 10/05/2022,E.LECLERC.,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Les Délices de la Belle Noë,Du 03/05/2022 au 09/05/2022,"Point Vert, Coccinelle, Spar, Géant, Intermarché, U-Express",Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,Le Père Grouïck,Du 03/05/2022 au 09/05/2022,Géant,Présence de Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Franprix,Du 19/04/2022 au 11/05/2022,FRANPRIX et réseaux de distribution de Franprix,Présence potentielle de listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,LES CROISES,Du 28/04/2022 au 11/05/2022,E. LECLERC,Présence de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,PECHE OCEAN,Du 05/05/2022 au 12/05/2022,E. LECLERC,Présence de Listeria monocytogenes
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 10/05/2022 au 21/05/2022,"VITAFRAIS
RELAIS VERT
LES NOUVEAUX ROBINSON",Détection Salmonelle
Alimentation,Produits de la pêche et d'aquaculture,Listeria,NOS REGIONS ONT DU TALENT,Du 04/05/2022 au 12/05/2022,E.LECLERC.,Présence de Listeria
Alimentation,Plats préparés et snacks,Listeria,sans marque,Du 27/04/2022 au 09/05/2022,"Géant Casino, Supermarché Casino, VIVAL, SPAR et réseaux de distribution de Casino",Détection de Listeria monocytogenes
Alimentation,Produits de la pêche et d'aquaculture,Listeria,J.C.David,Du 30/04/2022 au 13/05/2022,magasins Monoprix,Principe de précaution suite à la détection de Listeria monocytogenes <10 sur une pochette du lot 119
Alimentation,Viandes,Salmonella,SIEBERT,Du 21/04/2022 au 26/04/2022,BASE INTER ST DIE,PRESENCE DE SALMONELLE
Alimentation,Produits de la pêche et d'aquaculture,Listeria,La Cuisine du Poissonnier,Du 30/04/2022 au 13/05/2022,magasins Grand Frais et Fresh,Principe de précaution suite à la détection de Listeria monocytogenes <10 sur une pochette du lot 119
Alimentation,Viandes,Salmonella,Saucisson sec,Du 28/02/2022 au 02/04/2022,"LECLERC OLORON
INTERMARCHE ARAMITS
INTERMARCHE ACCOUS
UTILE OGEU LES BAINS
VIVAL LASSEUBE
Autres revendeurs (voir PDF ci-dessous)",Salmonelles détectées lors d'une analyse d'auto-contrôle
Alimentation,Autres,Listeria,/,Du 05/05/2022 au 17/05/2022,Auchan Supermarché Vouvray,présence de Listeria monocytogenes
Alimentation,Viandes,Salmonella,/,Du 03/05/2022 au 17/05/2022,Auchan Nancy Tomblaine,présence de Salmonelles
Alimentation,Viandes,Salmonella,/,Du 11/04/2022 au 16/04/2022,AUCHAN SUPERMARCHE GALERIES GOURMANDES STRASBOURG,présence de Salmonelles
Alimentation,Céréales et produits de boulangerie,Salmonella,Sans marque,NA,Pas d'enseigne,Présence de Salmonelles
Alimentation,Autres,Listeria,SOLEANE,Du 11/05/2022 au 18/05/2022,Magasins Fresh et Marché Savoyard (St Alban) et Mon Marché,Détection de Listeria monocytogenes
Alimentation,Autres,Listeria,SOLEANE,Du 11/05/2022 au 18/05/2022,Magasins Fresh : St Brevin / Bayeux / Chateaubernard / Houtaud / Ambérieu en Bugey / Soultz / Portau / Azergues / Leman / Bourg en Bresse / Houdemont / Nemours / Etoile sur Rhône / Chaponnay / Belley / Pontcharra / Bonneville,Détection de Listeria monocytogenes
Alimentation,Autres,Listeria,SOLEANE,Du 11/05/2022 au 18/05/2022,Magasins Fresh et Marché Savoyard (St Alban),Détection de Listeria monocytogenes
Alimentation,Céréales et produits de boulangerie,Salmonella,METRO CHEF,Du 03/05/2022 au 17/05/2022,METRO,Suspicion de présence de Salmonelles
Alimentation,Autres,Listeria,L'atelier,Du 03/05/2022 au 17/05/2022,LECLERC TEMPLEUVE et LECLERC FIVES,Présence de listéria
Alimentation,Viandes,Listeria,VOLANDRY,Du 13/05/2022 au 19/05/2022,E. LECLERC,Présence de Listeria monocytogenes
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 17/05/2022 au 30/05/2022,"BIOCOOP
AU BOURGEON VERT
LA VIE SAINE
VITAFRAIS
RELAIS VERT
LES NOUVEAUX ROBINSONS
NATURALIA
BUTET
CAFRUTA
METRO",Détection de Salmonelles
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 17/05/2022 au 30/05/2022,"BIOCOOP
BOURGEON VERT
LA VIE SAINE
VITAFRAIS
RELAIS VERT
LES NOUVEAUX ROBINSONS
NATURALIA
CAFRUTA
METRO",Détection de Salmonelles
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 17/05/2022 au 30/05/2022,"BIOCOOP
BOURGEON VERT
LA VIE SAINE
VITAFRAIS
RELAIS VERT
LES NOUVEAUX ROBINSONS
NATURALIA
CAFRUTA
METRO",Détection de Salmonelles
Alimentation,Viandes,Listeria,SCEA du Cerisier,Du 11/05/2022 au 17/05/2022,"Le fermier des Dombes à Villars les Dombes
Ferm'andises à Saint-Denis-lès-Bourg",Présence de Listeria
Alimentation,Herbes et épices,Salmonella,LA BOVIDA,Du 26/04/2022 au 20/05/2022,LA BOVIDA,PRESENCE DE SALMONELLE
Alimentation,Noix et graines,Salmonella,GERMLINE,Du 17/05/2022 au 31/05/2022,"BIOCOOP
PROVINCE BIO
LA VIE SAINE
VITAFRAIS
RELAIS VERT
NATURALIA
CAFRUTA
METRO",Détection de Samonelles
Alimentation,Herbes et épices,Salmonella,LA GRANDE EPICERIE DE PARIS,Depuis le 06/05/2022,"La grande épicerie de Paris Rive Gauche, La grande épicerie de Paris Rive Droite, www.lagrandeepicerie.com",Présence de salmonelle dans le curcuma de ce mélange
Alimentation,Herbes et épices,Salmonella,LA GRANDE EPICERIE DE PARIS,Depuis le 06/05/2022,"La grande épicerie de Paris Rive Gauche, La grande épicerie de Paris Rive Droite, www.lagrandeepicerie.com, www.labellevie.com",Présence de salmonelle dans le curcuma de ce mélange
Alimentation,Viandes,Salmonella,Alliance Producteur,Du 23/05/2022 au 19/07/2022,Carrefour,Test bactériologique non satisfaisant: salmonelle détecté
Alimentation,Autres,Listeria,Ets Chêne et Fils,Du 17/05/2022 au 23/05/2022,"Leclerc Macon
Super U Lyon Boileau
Les Jardins de Provence Villeurbanne
A2F Traiteur",Présence de Listéria
Alimentation,Viandes,Listeria,Saint Alby,Du 23/05/2022 au 24/05/2022,Certains supermarchés Lidl. Voir liste en pièce-jointe.,Un autocontrôle fournisseur a révélé la présence de Listéria monocytogènes.
Alimentation,Viandes,Salmonella,Père Anselme,Du 20/05/2022 au 22/05/2022,aucun distributeur concerné,alerte Présence de Salmonelle dans le curcuma utilisé pour la fabrication de la marinade
Alimentation,Plats préparés et snacks,Listeria,SAINT JEAN,Du 13/05/2022 au 17/05/2022,"Auchan, Intermarché, Netto, Leclerc, Carrefour, Système U, Colruyt, CE (Astic Injection, Mair Renage, Hôpital St Egrève), Centre Frais, Gerentes, Maison du Frais, Montaigne primeurs, Savoie Volailles, Segep rives gauche, Tomat Seriz, Boutique St Jean",Ce produit peut contenir des Listeria monocytogenes
Alimentation,Lait et produits laitiers,Listeria,Fromage de chèvre,Du 10/05/2022 au 21/05/2022,Les halles du marché d'Orléans,Listeria
Alimentation,Viandes,Listeria,Jambon persillé maison,Du 21/05/2022 au 24/06/2022,Boucherie RIVET,Présence de Listéria Monocytogènes
Alimentation,Plats préparés et snacks,Salmonella,Sans marque  produit vendu au rayon traiteur traditionnel,Du 17/05/2022 au 21/05/2022,Magasin E.LECLERC ST LYS,Présence de Salmonelle
Alimentation,Viandes,Listeria,Jambon vendu en tranche au rayon traditionnel - charcuterie,Du 20/04/2022 au 02/06/2022,Centre Leclerc Chinon   Auchan Super Ballan   Passion salaisons Limoges   Carrefour Market Chateau renault   Dispere   sarl Boucherie de Sologne   Ilgo   Base Intermarché Ets d'Erbree   Intermarché Jaunay Clan   Négotours,Présence de Listéria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria,DISCHAMP,Du 20/05/2022 au 27/05/2022,Dischamp,Présence de Listeria monocytogenes
Alimentation,Viandes,Salmonella,SANS,Du 02/06/2022 au 02/06/2022,PAS D'ENSEIGNES CONCERNEES,SUSPICION DE SALMONELLE
Alimentation,Produits de la pêche et d'aquaculture,Listeria,E.Leclerc,Du 24/05/2022 au 01/06/2022,E.leclerc La Rochelle,Présence de Listeria monocytogenes
Alimentation,Viandes,Listeria,SANS MARQUE,Du 31/05/2022 au 03/06/2022,LECLERC - SYSTEME U - CARREFOUR MARKET - ITM - CHARCUTERIE DU PORT DES SABLES - LA BOUCHERIE DU MARCHE ORGEVAL,Présence de Listéria monocytogenes
Alimentation,Viandes,Listeria,GIFFAUD,Du 01/06/2022 au 03/06/2022,SUPER U - LECLERC,Présence de listéria monocytogénes suite au contrôle interne
Alimentation,Céréales et produits de boulangerie,Salmonella,Produit vendu en patisserie traditionel sans marque,Du 10/05/2022 au 08/06/2022,Leclerc Tonnerre,Présences de salmonelle dans la tartelettes finger Hafner
Alimentation,Céréales et produits de boulangerie,Salmonella,HAFNER,Du 30/05/2022 au 08/06/2022,Leclerc Bonneuil-sur-Marne,RAPPEL PRODUIT FABRIQUANT HAFNER
Alimentation,Céréales et produits de boulangerie,Salmonella,E. Leclerc Cernay,Du 21/04/2022 au 08/06/2022,Leclerc Cernay,Présence de salmonelles dans les coques de tartelette HAFNER utilisées pour l'assemblage des tartelettes sur place
Alimentation,Céréales et produits de boulangerie,Salmonella,Sans marque - Fabrication par le magasin,Du 06/05/2022 au 08/06/2022,E.Leclerc Chaumont,Présence de Salmonelle
Alimentation,Autres,Salmonella,ELABOREE AU RAYON PATISSERIE,Du 08/04/2022 au 08/06/2022,E.LECLERC AUSSONNE,Présence de salmonelles dans les fonds de tartelettes HAFNER utilisées pour l'élaboration de nos tartelettes aux fruits
Alimentation,Céréales et produits de boulangerie,Salmonella,E Leclerc 33230 coutras rayon pâtisserie,Du 04/04/2022 au 08/06/2022,centre e.leclerc de coutras,la société HAFNER procède au retrait de la vente des tartelettes finger.
Alimentation,Céréales et produits de boulangerie,Salmonella,Monoprix - fabrication magasin,Du 01/04/2022 au 08/06/2022,Monoprix (6 magasins),Demande de rappel des fond de tartelettes finger suite à une détection de salmonelle par le fournisseur Hafner
Alimentation,Céréales et produits de boulangerie,Salmonella,sans marque,Du 14/05/2022 au 08/06/2022,CITADIS,Présence de salmonelle dans les fonds de tartelettes Hafner
Alimentation,Autres,Salmonella,ELABORE AU RAYON PATISSERIE TRADITIONNELLE,Du 30/04/2022 au 07/06/2022,E.LECLERC Kingersheim,Présence de salmonelles dans les fonds de tartelettes HAFNER utilisées pour l'élaboration de nos tartelettes passion caramel et citron meringuée.
Alimentation,Produits sucrés,Salmonella,Sans marque,Du 20/05/2022 au 08/06/2022,MAGASIN E.LECLERC  SAINT JUST EN CHAUSSEE UNIQUEMENT,Présence de salmonelle sur le fond de tartelette
Alimentation,Céréales et produits de boulangerie,Salmonella,HAFNER,Du 30/03/2022 au 07/06/2022,Promocash Metz - Promocash Villefranche sur Saône - Promocash Chalon sur Saône - Promocash Montceau les Mines - Promocash Le Puy en Velay - Promocash Montluçon,Présence de Salmonnelles.
Alimentation,Céréales et produits de boulangerie,Salmonella,Fabriqués par le magasin,Du 04/06/2022 au 08/06/2022,E. LECLERC VILLERS-COTTERETS,Présence de salmonelle
Alimentation,Lait et produits laitiers,Listeria,Cœur de massif,Du 31/05/2022 au 31/05/2022,Rien à déclarer car vente direct uniquement,Présence listeria
Alimentation,Céréales et produits de boulangerie,Salmonella,ELABOREES DANS NOTRE RAYON PATISSERIE,Du 21/05/2022 au 08/06/2022,Centre E. LECLERC de Belfort,La société HAFNER procède au retrait de la vente des tartelettes finger suite à la mise en évidence de la présence de Salmonelles. Ces fonds de tartelette sont utilisés pour la préparation de nos tartelettes vendues au rayon pâtisserie traditionnelle
Alimentation,Viandes,Salmonella,LES THOMASINES,Du 30/05/2022 au 08/06/2022,AUCHAN-CARREFOUR MARKET-HYPER U-INTERMARCHE-LECLERC-SUPER U,Détection de salmonelle
Alimentation,Produits sucrés,Salmonella,SANS MARQUE - PRODUIT ELABORE DANS NOTRE MAGASIN ET VENDU AU RAYON PATISSERIE TRADITIONNEL,Depuis le 25/05/2022,E.LECLERC DE LURE,"La Société HAFNER procède au retrait de la vente de fonds de tarte suite à la mise en évidence de la présence de salmonelles.
Nous procédons donc au retrait / rappel des produits qui ont été fabriqués avec ces fonds de tarte dans notre magasin."
Alimentation,Produits sucrés,Salmonella,Sans marque,Du 29/04/2022 au 08/06/2022,Vendu au magasin E.LECLERC de VILLEFRANCHE DE ROUERGUE,Présence de salmonelle
Alimentation,Autres,Salmonella,E.LECLERC GAILLAC DISTRIBUTION,Du 22/04/2022 au 07/06/2022,Uniquement vendues au rayon pâtisserie traditionnelle du Centre E.Leclerc de Gaillac,Présence de salmonelles.
Alimentation,Viandes,Listeria,BERGE,Du 17/05/2022 au 31/05/2022,"LECLERC LIMOUX
LE PANIER D'ELODIE CARCASONNE
UTILE PALAJA
UTILE VILLEGAILHENC
LES CABANES DE PRADES
LES CABANES DE NARBONNE
LE CABANON NARBONNE
INTERMARCHE LEZIGNAN 
INTERMARCHE CONTACT NARBONNE
FRAICHEUR D'ICI LA TESTE ET SOYAUX",Listéria
Alimentation,Produits sucrés,Salmonella,Leclerc,Du 20/05/2022 au 06/06/2022,LECLERC TONNEINS,"Présence de salmonelle dans le fond de tarte utilisé dans la fabrication des tartelettes .
Fonds de tarte fournis par le fournisseur Hafner."
Alimentation,Céréales et produits de boulangerie,Salmonella,ÉLABORES DANS NOTRE RAYON PÂTISSERIE,Du 07/04/2022 au 07/06/2022,CENTRE LECLERC DE CARVIN,la société HAFER procède au retrait de la vente des tartelettes finger suite à la mise en évidence de la présence de salmonelles. Ces fonds de tartelettes sont utilisés pour la préparation de nos tartelettes citron vendues au rayon traditionnelle
Alimentation,Produits sucrés,Salmonella,LECLERC HOUTAUD PATISSERIE TRADITIONNELLE,Du 14/04/2022 au 15/05/2022,LECLERC,PRESENCE DE SALMONELLES DANS LE FOND DE TARTE
Alimentation,Céréales et produits de boulangerie,Salmonella,Tartelette fruits Trad.,Du 07/06/2022 au 08/06/2022,E.Leclerc Oxydis,La Société HAFNER procède au retrait de la vente des produits suivants suite à la mise en évidence de la présence de salmonelles.
Alimentation,Produits de la pêche et d'aquaculture,Listeria,BOURGAIN ET FILS,Du 25/05/2022 au 13/06/2022,"Norocean 
Scapartois 
Auchan Saint martin Boulogne 
Clients particuliers 
Ange 
Opal fish 
Saveurs et Terroirs",Présence de listeria
Alimentation,Produits sucrés,Salmonella,E. LECLERC,Du 19/04/2022 au 08/06/2022,Le service pâtisserie du centre E. LECLERC de CARCASSONNE,Présence de salmonelle dans les pâtes de la marque HAFNER servant de base pour les tartelettes.
Alimentation,Produits de la pêche et d'aquaculture,Listeria,BOURGAIN ET FILS,Du 25/05/2022 au 13/06/2022,"Norocean 
Scapartois 
Auchan Saint martin Boulogne 
Clients particuliers 
Ange 
Opal fish 
Saveurs et Terroirs",Présence de listeria
Alimentation,Fruits et légumes,Listeria,Florette,Du 23/05/2022 au 31/05/2022,"Hyper cacher, Leader Cash et magasins indépendants casher",Présence Listéria
Alimentation,Viandes,Salmonella,Le Marché  Carrefour,Du 07/06/2022 au 13/06/2022,Carrefour,Présence de Salmonelle
Alimentation,Viandes,Salmonella,MAURER,Du 24/05/2022 au 16/07/2022,"METRO COLMAR, METRO BELFORT, METRO KINGERSHEIM, METRO SOUFFELWEYRSHEIM, INTERMARCHE BARTENHEIM, METRO NANCY, CORA WITTENHEIM, INTERMARCHE BASE DE SAINT DIE, LE DELAS SAS RUNGIS, ETS. RIBAULT SAULNIERES",Présence de salmonelle
